id,limma_pvalue,mu_hat,se_hat,residual_dof
R00215,0.06401278035001642,-0.17707941324774534,0.09646287748066325,11
R00216,0.5837181913236476,0.04713139740972839,0.08525138436830756,11
R00217,0.12795373684016287,-0.10708690532489869,0.04687785976512602,11
R00218,0.8220471219073691,-0.022036782199152546,0.10740845534297352,11
R00219,0.40734603104568634,-0.06780282245208342,0.07632477410749719,11
R00220,0.6974239959943971,-0.0321300700283086,0.07898582295259521,11
R00221,0.01652501430922202,-0.173316918390097,0.044043054713280634,11
R00222,0.08450943174689504,0.1697336688742514,0.1021713463855797,11
R00223,0.02154761181311152,-0.18920788320476947,0.06808076244588177,11
R00224,0.19371124686766897,-0.09644055059827877,0.05789682092186975,11
R00225,0.6511453989770355,-0.033434154665138244,0.06035741971279725,11
R00226,0.002368331655991252,0.2694350596505781,0.072086104322586,11
R00227,0.19758984204164812,0.1217723439983431,0.09810965390416816,11
R00228,0.5338549221775337,-0.050121001219081626,0.07434598189506801,11
R00229,0.9782594778667913,0.0024051243720349994,0.09007051769152838,11
R00230,0.8937482237473025,-0.010975423926254018,0.07832103176754159,11
R00231,0.5494936459467203,0.052046085706069424,0.08693227939676489,11
R00232,0.9762238543193168,0.0023995433643827615,0.07499908345507261,11
R00233,0.9497841036758106,0.005153779701854172,0.07766902153366917,11
R00234,0.35196406508322187,-0.08834989238242935,0.10042097274881134,11
R00235,0.3630567625957529,0.09227313345856819,0.11176931856285993,11
R00236,0.24881860497719135,-0.09163501159529418,0.0702036299679163,11
R00237,0.9083737919524542,0.009264468368173092,0.07494461035732579,11
R00238,0.5854564652992558,-0.04195055631089221,0.06683633153206227,11
R00239,0.40319953648042284,-0.06590078981554659,0.07015163914563813,11
R00240,0.7142813904645724,0.046125627400237526,0.152973118985159,11
R00241,0.004912330271342621,-0.23945830211780839,0.06818826283292605,11
R00242,0.9101495302095146,0.008140976297781094,0.05647751717955449,11
R00243,0.14683017027348455,-0.15611232590450141,0.11932741591943359,11
R00244,0.2057925489335531,-0.11460703817744003,0.0911984723846623,11
R00245,0.34432311185652953,0.07372701133335328,0.06791235048691796,11
R00246,0.42531771384082384,-0.0672104595702069,0.08130981521112347,11
R00247,0.6994559814599142,-0.026052929273835086,0.04387600259668158,11
R00248,0.44920929018027556,0.07238294304346213,0.10229733652715439,11
R00249,0.05419368524192506,-0.19511603740142083,0.10565211953589936,11
R00250,0.18738431292856014,-0.11096634018852139,0.07887834227546218,11
R00251,0.8525734580906039,-0.01614473215629664,0.08741075700077701,11
R00252,0.2737358257500847,-0.07812390898266768,0.05206842225665452,11
R00253,0.28261609208494287,-0.10076470095256926,0.09783242853611246,11
R00254,0.005304724828107799,-0.269851201751766,0.08958881015916813,11
R00255,0.012136622174537317,0.23172130158206944,0.08499211015228865,11
R00256,0.7467066342505725,-0.025344048767604942,0.07055179630218686,11
R00257,0.09637701117971163,0.16814212228736622,0.10723691083529095,11
R00258,0.7298139283533422,0.0427853869704464,0.1497086799894584,11
R00259,0.16419880673062223,0.11387703752246492,0.07391953661477851,11
R00260,0.496023774510822,-0.06636192938268094,0.10571198033014653,11
R00261,0.13016066003944668,0.14481801425865581,0.09890028620496776,11
R00262,0.05750850050867492,-0.16706031584358413,0.08236235841278172,11
R00263,0.005818779455750426,-0.26744611566735355,0.09024817108748832,11
R00264,0.23954193868862766,-0.09695606005809385,0.07616344680796772,11
R00265,0.7861704594834524,-0.02450979102189734,0.09378524263858275,11
R00266,0.9736554806818333,-0.0024834917376217024,0.06364991581289146,11
R00267,0.04642057834866957,-0.13931529696891368,0.041839169752018075,11
R00268,0.0466948574815695,-0.4568053422981769,0.29072031353509015,11
R00269,0.18212602719660162,0.11711735297665371,0.08567474155991915,11
R00270,0.36396854486939156,0.06984171031992029,0.06582620607387947,11
R00271,0.03644917772584773,0.1820136356279109,0.0790510146527891,11
R00272,0.4473770979104287,0.0684722122272944,0.09237732088271326,11
R00273,0.05710464767994095,-0.18876191662902667,0.10225795073831104,11
R00274,0.08593741952517064,-0.14629349336563463,0.07845151227044338,11
R00275,0.8204225884223519,-0.020170828622060665,0.09108625409576668,11
R00276,0.8954184250555802,-0.010319381278768445,0.07079794790446839,11
R00277,0.48658731618142803,0.057281946967375375,0.07772343504570198,11
R00278,0.7262027425971186,0.025155010641041142,0.055501025703091726,11
R00279,0.02122558565248471,0.20500307047518612,0.08083372774286583,11
R00280,0.5032414500693636,0.05356692769122225,0.07311632326450868,11
R00281,0.25026856298689726,-0.08368495113454599,0.05529885086543301,11
R00282,0.42587076402312696,0.05932141825634668,0.0607652879172875,11
R00283,0.09195191775938578,0.16369990958848876,0.10030613044016295,11
R00284,0.25924830506177565,-0.087667603862245,0.06660472313724689,11
R00285,0.10810824009314891,-0.15413443504033478,0.09873475662040573,11
R00286,0.6297668886884025,0.04225195719688112,0.08847960943230823,11
R00287,0.35711012011281984,0.09129176153609578,0.10778342001205732,11
R00288,0.7418411131811893,-0.029495756924595103,0.09223471496628453,11
R00289,0.5554009915195373,-0.04898184009041555,0.07944313236716281,11
R00290,0.693499999323365,-0.0315803535896994,0.0739146102253716,11
R00291,0.513230071419873,-0.06723817753702949,0.11494401484777389,11
R00292,0.4444722103027293,-0.07472263858178242,0.10587863272181178,11
R00293,0.5606316689260148,-0.042832546011457785,0.059304411751649855,11
R00294,0.017593490046563232,-0.22261598020083354,0.08876763387638502,11
R00295,0.484036019656254,0.05082436119107128,0.056654128297300876,11
R00296,0.9100928798146627,0.010846041201799243,0.10411837570373404,11
R00297,0.4461143196177081,0.08465682732441775,0.1283017205954602,11
R00298,0.6835071340279653,-0.032520816706883136,0.07314949776756881,11
R00299,0.5139486085505027,0.05328452418153952,0.0764461623735548,11
R00300,0.038293068635312226,0.18578711554212463,0.08417135956782176,11
R00301,0.948595346621099,0.006065045928491022,0.1006459170932261,11
R00302,0.974747035319534,0.002509327817047553,0.0724377754365215,11
R00303,0.8329197248159932,-0.013106493597915728,0.02503319945964355,11
R00304,0.6864011632091752,-0.03416103839402727,0.08282668142442037,11
R00305,0.44212686278049107,-0.09295129773026428,0.14399015356886138,11
R00306,0.3661276890518128,0.07171476730967231,0.0709990221876045,11
R00307,0.7422317429716272,0.026062523127835475,0.07216666861359707,11
R00308,0.3759626835407659,0.07263754743590342,0.07655880584842749,11
R00309,0.9746102772602547,-0.002300453349929026,0.05684347174583285,11
R00310,0.40964366513489003,-0.063830088230284,0.06716124709470984,11
R00311,0.75802525122351,0.02823368208050148,0.09610791424250038,11
R00312,0.6329098943925053,-0.036743180395368266,0.06700663899231436,11
R00313,0.8579033077188651,0.014735699429686994,0.07854856937233146,11
R00314,0.24993624682544366,0.10751260054366446,0.09690230511552214,11
R00315,0.6974858490220233,-0.03940883435791733,0.11304584517715448,11
R00316,0.866420163663248,0.017268831757982994,0.11547269217887444,11
R00317,0.31537764651180566,0.10848296578293917,0.12238900828214676,11
R00318,0.28078801134004155,0.09295488858045445,0.08388797571179153,11
R00319,0.9181993816213267,0.01018740076618114,0.10958819017121754,11
R00320,0.5843336005419871,0.04986919586388337,0.09481949029292634,11
R00321,0.4029147513409548,0.06149157103021267,0.058345749107879985,11
R00322,0.2923266726840886,-0.10175707176746221,0.10293265757339494,11
R00323,0.660587382003123,-0.03452981641328279,0.0707337998439228,11
R00324,0.9426575136241004,0.006087515655999678,0.08317375552887056,11
R00325,0.7854836892528222,-0.02544408128156091,0.09945231921992384,11
R00326,0.924396768914483,-0.007115803611995322,0.06314237333100017,11
R00327,0.3687420957524229,0.1048832575627138,0.13677455645160913,11
R00328,0.47576095168656074,-0.05790874462477298,0.07540823390697159,11
R00329,0.21939777182552767,0.127722684771092,0.11463996068527407,11
R00330,0.20510082939413585,-0.10189166213199478,0.0716222158852026,11
R00331,0.9876780642311975,-0.001200121173239356,0.06914307206959107,11
R00332,0.7958904760097021,0.018442854061545704,0.05429344713677314,11
R00333,0.02906140733014925,-0.1997009634416965,0.0865062066317949,11
R00334,0.006682613422155332,0.29270669428630186,0.10863859442708099,11
R00335,0.05970468839477411,-0.15023464696466549,0.06641246820678964,11
R00336,0.7620181427820274,-0.019760476664774786,0.03706899377018623,11
R00337,0.9595801627120878,0.005094232647958745,0.11187479341713777,11
R00338,0.18753085703372696,-0.12888374145937764,0.10367113481350324,11
R00339,0.41951055939222415,-0.07263230331498086,0.091961937374462,11
R00340,0.20306429203106485,0.12002474782267882,0.09780838916417621,11
R00341,0.4150853552670052,0.08035602063054367,0.10723652790135596,11
R00342,0.06328401138754634,0.16503228103346892,0.08436361577387798,11
R00343,0.7593191041054512,-0.036595467328251786,0.14276230953056301,11
R00344,0.7816428055944238,0.024160593341520282,0.08787501030842422,11
R00345,0.05199178945536764,-0.23755148048661892,0.138752267682534,11
R00346,0.7437044475234647,-0.02441265572364986,0.06222512067286765,11
R00347,0.34604133614311905,0.06677093257908322,0.051419333354108726,11
R00348,0.9531441333415649,0.005956950533718339,0.1133448391811767,11
R00349,0.2725305665714501,0.10071733884767646,0.09417296445678651,11
R00350,0.020243837648470157,0.21600914526343404,0.08797541393465896,11
R00351,0.39739781034714194,-0.06503069436777303,0.06584774417559258,11
R00352,0.7502321493565984,0.026759998093893272,0.08188260852361864,11
R00353,0.8465445123280709,-0.018024474695521316,0.09890470469983256,11
R00354,0.2864940418145671,-0.08309058258986768,0.06741548517144054,11
R00355,0.37924780335715913,-0.08246184046490714,0.09859604460051899,11
R00356,0.7347904592968044,0.030347124422289585,0.09230251164232078,11
R00357,0.06138826222771035,0.14714371004620228,0.06411224920324139,11
R00358,0.11585432215423841,-0.14377867772516503,0.09101161294523326,11
R00359,0.605274387228069,-0.039251518117401296,0.06477626743189001,11
R00360,0.0014024180577295435,1.1277278295681266,0.4214417744276585,11
R00361,0.35409061539981856,-0.06613101700821054,0.05276295793323304,11
R00362,0.938443045587803,0.007262977315768717,0.10059422225772202,11
R00363,0.993502553327789,7.292665588610937e-4,0.09247209791281112,11
R00364,0.7076127915526935,0.02926203113038761,0.06952720817667071,11
R00365,0.3648947630990069,0.07445807680156886,0.07675241234593491,11
R00366,0.01758681463493227,0.1801198056369644,0.05328530966047647,11
R00367,0.4137517689041875,0.07589686172183592,0.0971623734123686,11
R00368,0.40546638462824236,-0.07857199149180447,0.09993882315991762,11
R00369,0.008681067551056661,0.25617164487649136,0.09281292516567395,11
R00370,0.4912501098289944,0.047430910272891876,0.04715624095972627,11
R00371,0.7602951180903799,-0.02263400607776511,0.061152924473287476,11
R00372,0.3124988120943078,-0.0846566183060184,0.0796080500601757,11
R00373,0.3450938579394227,-0.08825491918354832,0.09781350842908564,11
R00374,0.09411048830232811,-0.1557335432356456,0.0931892167141536,11
R00375,0.86003506551072,0.01463820389061169,0.07996651540104577,11
R00376,0.8217612742113048,0.01796755333614972,0.07334800230656083,11
R00377,0.05515874281379248,0.1597096706868008,0.07327064805759587,11
R00378,0.39720880843112005,0.07928820117737065,0.09847722959654735,11
R00379,0.14602515666024968,0.11503635180845734,0.06794771878628732,11
R00380,0.056594561140895,0.13362480896994178,0.04305073124522517,11
R00381,0.37336947670281095,-0.0901543326541415,0.11154956955912301,11
R00382,0.8756655035356129,0.014394882264963686,0.09688802160966835,11
R00383,0.5470978960515598,-0.05073818021675122,0.0817694177844463,11
R00384,0.6730077392287458,0.03739463968126341,0.09037443842167436,11
R00385,0.11002539694745798,0.11243471193238529,0.04635014223957156,11
R00386,0.6030778164638492,-0.05231959156240057,0.11150092235289039,11
R00387,0.6434996757146498,0.0458694846981536,0.10903125950673145,11
R00388,0.9320322145930571,0.0065317782746323145,0.06669995042320641,11
R00389,0.36092056613747314,-0.08130417755902869,0.08979583392501575,11
R00390,0.6191163837897337,0.04656863966915406,0.09946057600777865,11
R00391,0.007445891800632804,-0.2494263803307067,0.08464177284920177,11
R00392,0.06935264152252896,-0.15396896375757257,0.0769568761433326,11
R00393,0.32152206765705416,0.10523706839212628,0.11932371742827906,11
R00394,0.5978677134984485,0.03742139157417921,0.05295396144551552,11
R00395,0.18199200058323342,-0.10101419019034792,0.06111467630062625,11
R00396,0.5539320530793717,-0.05619563080764679,0.10149758245582316,11
R00397,0.5662444605426689,-0.041997226989519236,0.05840668229550964,11
R00398,0.46216554099941065,0.07369922185292435,0.1102884786474822,11
R00399,0.927377411885707,0.006133380088109168,0.04364323750958047,11
R00400,0.007265083649693561,0.24632720942344247,0.08199894216583765,11
R00401,0.3737047235462382,-0.07449984639571473,0.07992124965272808,11
R00402,0.9776548180758273,0.0030955708859291,0.1285857679897825,11
R00403,0.7886440332644058,-0.02368888202859693,0.09013571409088182,11
R00404,0.959495625651297,0.0042722912404207555,0.08219145755765168,11
R00405,0.9601331722248501,0.0052867496690526825,0.12072993935646573,11
R00406,0.4322613874854717,-0.07474813270780271,0.10138097179618154,11
R00407,0.09491307191888636,-0.1695010851696485,0.10780425969806258,11
R00408,0.6696435456326525,-0.03927437375125419,0.09667711340015665,11
R00409,0.564922035125736,-0.040536117920249096,0.051524442615184164,11
R00410,0.2755107326719872,0.1127520933741334,0.11430433418783023,11
R00411,0.5980804567344935,0.04223477085995188,0.07364574113777715,11
R00412,0.47449792413179637,-0.0652776057560134,0.09461225545771605,11
R00413,0.568216089100477,-0.043665109091905324,0.06591006163820065,11
R00414,0.4818375949391158,-0.0693152735985928,0.10749621774763844,11
R00415,0.7933803343234779,-0.017547177854709817,0.04261529841124729,11
R00416,0.536095649744867,-0.05910229386500629,0.10245039974479504,11
