protein,limma_pvalue,mu_hat,se_hat,residual_dof
O00148,0.015270112858944715,0.6686454704960262,0.258406550479002,28
Q9BQS8,0.6035000770088603,-0.13914369891250028,0.263165606206701,28
Q8NBF2,0.9387750803240864,-0.02348720631590273,0.30814351274908336,28
Q99836,0.520567274239314,0.12604270763094694,0.17455765283494706,28
P48506,0.1924709495308278,-0.3088235514331121,0.22288721321537674,28
Q9NPF4,0.023752483995713305,-0.4993106132789788,0.19601233823525158,28
P53582,0.11556738613017656,-0.41833934285864005,0.2554115286591286,28
Q15008,0.017477024493917078,0.4965934086364745,0.1803533634330066,28
B4E107,0.7248423727145987,-0.09733193802252749,0.27368211506616724,28
O94874,0.0896740455999464,0.41846773054954023,0.23177334796493998,28
P59998,0.3575516619363637,0.18248028007584038,0.17650656886054325,28
Q9BUH6,0.9946568804812392,-0.0018799527456346277,0.2789470107605568,28
Q96B45,0.12060485760560288,-0.33708637540455766,0.1971635109044526,28
O15540,0.6084627474855671,-0.4088615811142642,0.8522507292088043,28
P22694,0.4866559520251419,0.2888083347368252,0.4307207893193368,28
P18031,0.648577684132164,0.1730144505740594,0.3917985456939193,28
Q03169,0.512682816198329,-0.17409192825851652,0.26043637283423215,28
Q13432,0.4302041866978358,-0.23531084168078503,0.2978274811849319,28
Q99536,0.019451154113525736,-0.6579010352225496,0.26617770681884634,28
F5H3C5,0.9556256239046745,0.034887658145972056,0.6667885125610418,28
F5H608,0.24584956479266415,-0.6348338674281131,0.572679429240877,28
F8WBK2,0.9205192334505294,-0.044906958699558575,0.4713800306127083,28
P16885,0.2338325988702435,0.37455024079527344,0.31443148112936636,28
Q9H2G2,0.001337224054066941,0.600780136335711,0.14379792465737368,28
P78347,0.4334599842163117,-0.21507232314877606,0.2701901725327847,28
Q9BYV8,0.5449744784258186,0.15108964167168862,0.24112737919094707,28
Q17RN3,0.4939790206806133,-0.2058144787334784,0.301249622680373,28
Q14103,0.21488847064273758,-0.4058799621607055,0.3285082721430956,28
G8JLD3,0.9766233795871939,0.006600263004200746,0.2122407562006231,28
Q9C075,0.842055242698929,-0.12017658939189158,0.6403769330379192,28
D6RGI3,0.943228646053617,-0.015218672319003923,0.19781735381450638,28
O75150,0.023937349640818367,0.45103571036810214,0.1698998519986161,28
P42566,0.8241144193455495,0.055056339059703585,0.23957445895479465,28
Q5VTR2,0.006220404881757696,0.5762454635269865,0.17865840684440926,28
E7EM64,0.0827803213786889,-0.2807777439090653,0.12257278727493646,28
E9PL01,0.21946929997869172,-0.5452787450339448,0.45903941506840934,28
Q6QNY1,0.3591372883763312,0.23384136196100494,0.2464882254968168,28
H0YFY6,0.3715178327105523,0.3435576476513419,0.3952707270403017,28
P62699,0.43651654748344104,0.19315002308488405,0.23893286174442432,28
Q9C0C9,0.3880894640422303,-0.22370146696014187,0.2516919141056239,28
Q9H3U1,0.16233167945218063,0.340291634446614,0.2302473268682144,28
E9PCQ3,0.8393665910806904,0.04455610612820085,0.2053956047718774,28
F5H553,0.10787490856339797,0.2873959738084694,0.1472128833717074,28
P42331,0.678631708178568,0.14118456386033207,0.34784113979325876,28
Q5JS72,0.0500416669600463,-0.8552707783054156,0.4420170525565367,28
Q9BV40,0.9808169271147941,0.00754905748089621,0.31760564897962484,28
B1AH86,0.8382160638121903,0.07465344922087538,0.37651105991248557,28
G3V3T3,0.7061078151565282,-0.11467980879411545,0.3058467667983171,28
Q13951,0.28889907224400163,0.2109259038493459,0.17666452300179647,28
Q9H4E7,0.991645593051104,0.002813975521534229,0.2648094905007929,28
Q9BV57,0.01660357978351648,0.954176449814959,0.3940595523874595,28
O75822,0.27691576116717104,0.30992702534767036,0.28100404008187396,28
Q99460,0.032968872264617234,0.473883966559575,0.19890097241324678,28
P18065,0.46341896883501843,-0.30781190279336373,0.43569930040244587,28
Q8N488,0.8842225924952154,0.04758009795559656,0.3322574739629071,28
P78330,0.14424313878041178,0.5731435943994698,0.39982694068295366,28
Q9NZZ3,0.6338333317117084,0.16084356241102646,0.3441571031945694,28
P19823,0.8717755802837498,0.0470877845723721,0.29176660282740335,28
P63173,0.9454821191321797,-0.022147501295302574,0.32901825184297706,28
Q9BRV8,0.5718851287712476,-0.09425773903984523,0.13463076971424956,28
P51151,0.7422402191877349,0.09544813111859848,0.2897746130313146,28
Q00534,0.8651981706046785,0.0634422956543744,0.3856974155086223,28
Q07812,0.009503961311158885,-0.5156590246796784,0.165536604388658,28
P60228,0.03300495098881991,0.4146361887548631,0.16427019282255512,28
Q8N584,0.8737377933890077,0.04051659466342589,0.24833789904374445,28
B3KTM8,0.9356026282136668,0.02112587842932507,0.2561503855770595,28
Q7Z6K5,0.30890272009449304,-0.33438717650808,0.3315027072311183,28
O95340,0.04809445747903877,0.8925627236528101,0.45817764142999784,28
P16035,0.023209023986910726,-0.9796045971045647,0.43190781695667146,28
P60604,0.5975191031535043,0.1331141704166221,0.24434871019555499,28
H0YCK3,0.21107845953449114,0.22803653819748396,0.1540074343477876,28
P33992,0.10312057315367582,0.5209478048735948,0.3166867182782481,28
P55789,0.1366998715748504,-0.4634271889073701,0.30858803079105573,28
P33991,0.0507659519670961,0.6973548493315673,0.35506905119370114,28
Q9BQI0,0.027817970487739926,1.3127685757036103,0.6095246861887748,28
B4DTC3,0.8727532646740686,-0.082427296525021565,0.5429862262942552,28
E7EW20,0.09250318854899481,0.7314992112499972,0.44395122260084924,28
Q96DG6,0.11729481138470275,-0.6186568193171966,0.4014920514977548,28
Q9BZQ8,0.2906693901693917,-0.48233175540868833,0.474232417804068,28
Q5W111,0.3374766613616603,0.2597652784286141,0.2650267555945523,28
Q9BZV1,0.3672980632450993,0.278409055807888,0.3094498518033032,28
P31751,0.0010038561752207828,-0.6650894317681688,0.16155700707652867,28
P41223,0.5018522459799233,0.19717911429524984,0.2928329956053692,28
P09601,0.1775850967432239,-0.5507749196685964,0.4186329592121082,28
J3KRJ9,0.36280913664075154,-0.36863003730214855,0.41824516755329644,28
F5GX05,0.08680994571869642,0.6019343102674605,0.3516738258808108,28
Q147X3,0.9226457008577111,-0.0200364665399399,0.18846544042268887,28
Q9Y371,0.2565710717919957,-0.2295691563681709,0.18079439589694707,28
Q13188,0.8461107145419082,0.07352021695053336,0.39142069567510795,28
E7EX73,0.3054469138766296,0.23111387582549434,0.2103392086765354,28
Q9NPF5,0.045892161321648965,-0.6196209538642006,0.302591122168734,28
O60927,0.105622163838034,-0.27093798002714253,0.13138251526574593,28
P53618,0.003515332802992327,0.5920233882765181,0.16697676024924774,28
P35659,0.5480857618482657,-0.13803222883050748,0.21710155661729003,28
Q12874,0.0735477608827205,0.4313354929011006,0.22447026901253303,28
E9PK85,0.8879103593846882,-0.05201130489058964,0.3804019708519848,28
O43237,0.0036580189933273517,0.6588570413398777,0.19600402254226984,28
P30711,0.6134799608932606,0.3025629445271676,0.6347937974705168,28
Q16539,0.8535365891755107,-0.03821673627906108,0.18927167477459278,28
E5RFU2,0.32285003455176775,-0.4186488529447286,0.4381986065941325,28
P36969,0.9057730893511075,0.04865561059791105,0.42775884678054815,28
O43681,0.4076910534058127,-0.16542942325849275,0.17871579492444126,28
Q15642,0.08833126653333818,0.3669592230167947,0.19385331839394704,28
E7EQT4,0.9788116763189498,0.005765260312810383,0.2020605741980046,28
Q9H425,0.09466564096625278,-0.5444800088999745,0.32326403968973244,28
Q6UX04,0.7044807407605594,0.07547536967250201,0.17874187832139088,28
Q9NQY0,0.4571955985828764,0.20818104761055972,0.27671583171990405,28
O96019,0.3062212766058383,0.2893660418993254,0.27873973690925125,28
P59768,0.7516719466254231,0.12404229626197333,0.4060778022973833,28
Q7KZ85,0.0021486410301699926,0.8464953257308356,0.24996103194501992,28
Q8WU90,0.2013658089035919,0.3089174999144158,0.22885463731619562,28
B4DXI8,0.3661622107217072,0.15376479094329878,0.13857732074652276,28
F8W6V6,0.8936635605133543,-0.027704211427637387,0.18961383660525022,28
S4R3H4,0.0027789550755677917,-0.764262492117577,0.22824543713393622,28
Q86W92,0.9128164256954467,0.027596958280819685,0.24488547260506832,28
H7C1K6,0.714834627085565,-0.2171321075679163,0.6302185092895434,28
Q8IWJ2,0.007104760877465454,0.6413436898627217,0.21219358322499174,28
P08567,0.1510873880333887,0.3931924956862088,0.2657916282002413,28
O60218,0.049612673028380315,1.5170885480708458,0.8015810253099082,28
P51991,0.7577739052357468,-0.0786090959562348,0.2480879913535945,28
Q13085,0.03129047808781845,1.1922748186822778,0.5647152171164903,28
Q96Q11,0.25529961345396474,0.2478302636314471,0.2003496223475767,28
O95969,0.3402238144122227,-0.8268852564740881,0.9225090258011883,28
Q96CN7,0.5386685251037393,0.18233870822784998,0.2964659717093826,28
B7ZAS0,0.6769234110014075,-0.14863817388715989,0.36600989703126285,28
Q9NNX6,0.7714481189750025,-0.16616715416930772,0.6060137162008274,28
F8WBL5,0.6005200767188288,-0.15415081865010177,0.2941906266357712,28
Q96HY6,0.3693158968273955,0.2765226491973627,0.30855097092723754,28
Q9UIJ7,0.3148606445817671,-0.33950157584366836,0.3419898900392934,28
Q9Y2X3,0.6464394578056549,0.16698570364185483,0.37416378460551414,28
F5H8L0,0.5760326980823245,0.15581617825229946,0.27571659949704336,28
Q8IUI8,0.34117218405050953,0.2426179358373152,0.24620116464955477,28
O00743,0.30711482637042076,0.15843087745809492,0.11607817775997248,28
Q01581,4.887038471535009e-5,1.960543328855509,0.44174144508702157,28
P04181,0.6300707110118686,0.3193711858530701,0.7051293611936675,28
Q9H0E2,0.003367962210292927,-0.7223767275581372,0.21861286426958687,28
Q5VWC4,0.14534062763951486,0.4441856725993297,0.30157925629335663,28
Q5T1M5,0.6347704503303011,0.09458980004780063,0.1787488048964236,28
O00422,0.0321597981740747,0.9236303704317447,0.43348888408034775,28
Q08623,0.01835117221148611,0.7424347020337144,0.3032334075997343,28
C9JA93,0.32447299885641623,-0.24746875169967578,0.24159741239109073,28
Q9BY43,0.9369165757353237,-0.028455108228188336,0.3696996813432225,28
P32456,0.23787290963156332,0.43479247897668355,0.37531285181448937,28
Q9Y6K9,0.4948087525571381,0.14680386016139713,0.19854374417994886,28
Q8N392,0.7625251484513411,-0.05822435350613742,0.17060588143263986,28
Q16799,0.5477943615269502,-0.25248792529897435,0.4366234184111269,28
P08754,0.18915577214660922,0.33538055049219995,0.24491884183580598,28
Q96PZ0,0.4984637317263212,-0.21982255317713223,0.32871831215555913,28
F8W9T0,0.8503474690940285,-0.04111386670779628,0.2030310606144382,28
Q8IVF2,0.027583069954658746,-0.9746139487493182,0.44466276044224484,28
P49419,0.7409280026556448,-0.07940401970942552,0.23029877684000025,28
P56545,0.264007091885587,0.41049631341909887,0.3748099866351414,28
P16401,0.8448206369080027,0.09867911490220876,0.5313246948531674,28
P50895,3.488633476081601e-4,-1.2935957926455712,0.3327060847370482,28
P55036,0.2586376227612457,0.2674399157793429,0.22357455581397184,28
Q9BUP3,0.4904426780006589,0.29232222066982055,0.44048893187662447,28
D6RJC3,0.37458629145118827,-0.42528667923510044,0.5003737729532282,28
Q13617,0.06864470846007081,0.4455249523494684,0.22855468036791673,28
P01833,0.162369809573616,-1.165729161215062,0.8799794262013217,28
P30520,0.6078627365642146,0.14450083077909753,0.2793145925493359,28
P35580,0.8021155861304344,-0.09308210546226336,0.38299519625097933,28
A6NDG6,0.33907998058629074,-0.2669282640186224,0.27488234010495294,28
Q9NVG8,0.3588036982934595,-0.1959539864333275,0.19588495632828187,28
Q9BWD1,0.12123958256280497,0.43070229564872836,0.26968954848783333,28
G3V1A1,0.35998094933389047,-0.36849191335624376,0.4153870095979738,28
P78356,1.4070595170616147e-4,0.9226386452509665,0.200854111226644,28
P62753,0.5700568100312314,0.16717576534929499,0.2940224321975285,28
P30084,0.7502787087799105,0.13064688728453477,0.42683292540466933,28
P35249,0.06642323639436022,0.4886165322986605,0.25368189667382257,28
Q6PCE3,0.15467523514631645,0.5524432417695824,0.39535375255916666,28
P24821,0.5338529249855403,0.23560721097187104,0.39016785348789096,28
Q15274,0.009302536643180405,0.570048870845542,0.1905688540375677,28
Q9NR50,0.13169978736548155,0.319093769104929,0.19062170761931835,28
Q8NBY1,0.0015794060847768888,0.9208278688466678,0.26575061479496065,28
P49770,0.023467437217325738,0.5812239459015183,0.23827792695938482,28
Q14012,0.4254876138498217,-0.18866489049907223,0.22496864613274334,28
D6RAM3,0.5240617790253885,0.19470168952294345,0.3068580090598476,28
P13760,0.6683226839756949,-0.16348897719567937,0.39407142586200944,28
O75534,0.26259982311207936,0.21849273390875268,0.1714168355294276,28
F8W9I4,0.8580576845144754,0.05020146877644632,0.27882521903202995,28
E9PMJ1,0.8661247097008102,0.08258508214707048,0.5155510785382978,28
P0CB43,0.3266939113077535,0.25262403229283503,0.2492599393755321,28
H0Y6I0,0.03451848426338845,0.5793372196487226,0.26008929455260377,28
Q9Y4L1,0.5678707941814566,0.19967968871482317,0.35742873485751037,28
P36404,0.11565977623239529,-0.41976208640446355,0.2565505514620115,28
B4DTG6,0.08712342958803221,-0.4835207139770984,0.2737899744310452,28
Q9BZL1,0.7285081557969852,0.09097234276591243,0.2566162652001648,28
M0R0F0,0.971316474529075,0.009361363170290779,0.25483016977205936,28
Q9NQS1,0.08675669047942348,0.6483770821897117,0.38171864304344916,28
P01594,0.37255363351909887,0.4545735846316472,0.5342957096773274,28
P01611,0.7843564054451005,0.12802813917569522,0.4909287790891984,28
O75153,0.003824978166057202,1.1218512331037684,0.374121633988201,28
Q5TFE4,0.22910200470698153,0.3327094324119163,0.27054490518916713,28
Q9H223,0.6465014386792449,0.11501034535117571,0.24288237583294808,28
Q9Y2X7,0.020629741305117178,0.7847041874742553,0.3306023464608048,28
B7Z738,0.75115615391694035,0.06587606816266317,0.19005498047061672,28
M0R0P7,0.18314975597820496,0.3972253297237281,0.2949233685643546,28
Q5JW30,0.6850847535595836,0.10603708597107964,0.25578633775266424,28
Q13232,0.6152024288111972,-0.14710667002484282,0.29224503442233984,28
P46060,0.3451544835741789,0.1739937271775232,0.15793278938466265,28
Q9BV36,0.15215765689227345,-0.6449483434351657,0.46395903577776454,28
Q9Y5B9,0.6991031313722087,0.09967896144490716,0.25153774333508205,28
P05543,0.8539387936394575,0.061490613585256926,0.3405506522393799,28
Q10567,0.15224168149881886,0.2702934088356212,0.16169765153051768,28
Q16513,0.3830953488366834,-0.20789529224033443,0.22665629642000942,28
E9PPJ5,0.736772001631615,0.2383067473677792,0.7559436858825234,28
P26373,0.7759703615358915,0.0747767970207952,0.2575226223258273,28
Q9H0Q0,0.091458826552768685,-0.3726109051374611,0.20070305304108735,28
P78318,0.016167730214469756,0.5832245387015502,0.2204155764771222,28
Q6ZVX7,0.7861243225060903,0.16144419121571651,0.6312804385732759,28
O14929,0.18332691129176593,0.27956644901847105,0.1896732409496234,28
Q9Y3P9,0.501240472726906,0.15564117141450257,0.21888045551917312,28
P12270,0.3856847982507289,0.2985687571942316,0.3500125850116039,28
P01111,0.11530350232353678,-0.4759075096636759,0.2973839178625617,28
Q9P287,0.8250950530199322,0.07615357798409358,0.35258360908738745,28
O95218,0.01665815373541229,-0.7097959064238132,0.2823172565072046,28
H0YGW8,0.3152423495276232,0.32650032635666754,0.32756830789674696,28
P01911,0.7239713455410546,-0.3018656937570671,0.9148344878476288,28
P25098,0.11267033406479345,0.41523612429225204,0.25054182897487837,28
P55060,0.795226207369349,-0.059121769281646,0.21525947875095694,28
G8JLK4,0.5220038676152319,-0.15730389626003127,0.23630976637629503,28
Q5T1V6,0.7054188677423743,0.11203803414447172,0.2968706542983933,28
P55287,0.031856597044733446,-0.830590887537461,0.38553054183403634,28
P09913,0.4707273488721415,-0.23711895475237754,0.3331108878378833,28
F5GWX5,0.4104744266656162,0.19866135569933613,0.23049283959830355,28
E7ETZ4,0.6141807905958532,0.17426706524162888,0.3532175450382893,28
Q9GZU8,0.2860834299655229,-0.22552583338058282,0.19260505164546868,28
Q5QPQ0,0.6837186269543856,0.0844843759990701,0.18946702925543243,28
O75351,0.5934121482634396,0.09893320858864546,0.16041895455857214,28
Q9BTE6,0.5688465520884186,-0.16720938981164205,0.29301446303276163,28
Q14676,0.6487086873143832,0.12138179959205964,0.2615877063246775,28
Q9NP72,0.6175578317513262,0.16618392215438232,0.3385612501965739,28
Q8WYJ6,0.059797295209789214,0.8105789820013498,0.43678059727668767,28
Q9BXP5,0.5629741041619007,0.11738260857159002,0.18344350806896623,28
Q08378,0.12825266497831128,0.310002555211322,0.180614990133199,28
Q9BXR0,0.23654429648316255,-0.2782142270714124,0.2212274091936223,28
F8VQR7,0.9660886067325376,0.012734299107662217,0.30089791235286173,28
Q9UBS4,0.13881097523166816,0.46941871091373244,0.31515913802094825,28
F8W9Y0,0.022443202685968874,0.6352405386623314,0.263084513590088,28
Q96LB3,0.9668292709764503,0.011954750626307131,0.2868484652223276,28
Q92900,0.07910826395541597,0.3577784864686275,0.17901054993313562,28
P10586,0.0031975100760514032,-0.9304381927831593,0.2955509005267721,28
P46939,0.3037177287309398,-0.271120791800178,0.25618887483247244,28
E9PJH1,0.4596696334012632,0.17481190796113869,0.22478546443535233,28
O75533,0.19966358582032073,0.2976404631969979,0.21708945613826883,28
Q16762,0.08760897556639084,-0.44278451294572024,0.24660869929748058,28
Q9H2J4,0.09089457821436321,0.5135262786085004,0.29812136336602074,28
O15067,0.1299404310171137,-0.3080299685327818,0.18014441144681856,28
J3KP27,0.9616555846784134,0.012160228091684766,0.24596380219965439,28
E9PGT1,0.40830834850040787,-0.1833084601997737,0.20638489091802992,28
Q9Y6D9,0.09644471889928694,0.4730178189193802,0.27640974104398036,28
Q9P0K7,0.4055549149555955,0.21786390189318733,0.25508156411678756,28
Q96I25,0.9693107096653961,-0.00918961850379918,0.22895303709742898,28
M0QYF9,0.002677578574260349,0.9364498217573862,0.2906219043429221,28
B4DEK7,0.24813000231292456,0.27252871433655945,0.2225049434195702,28
P05161,0.21379259716841054,-0.6718576662523285,0.564551033465084,28
G5E9L0,0.03409859166554039,-0.4679986790135934,0.19737244259468048,28
P32321,0.7233759059551823,-0.08425206172705184,0.22767196784079866,28
O43815,0.5074153259993968,0.11057532768219369,0.1345081827969751,28
Q9UBF2,0.9523197576144038,0.014820261277102828,0.23984777340225752,28
P61353,0.9973084527124232,9.303979652481864e-4,0.27315580413529916,28
Q13136,0.056195307318311856,-0.46637639080169,0.2272688025425076,28
P55010,0.45764075517622615,0.18096347401500132,0.2335236973514529,28
G3V1B8,0.31654182479638887,-0.2622900665201064,0.2542661347775679,28
Q9Y262,0.04024153623234877,0.39134455702335164,0.16013727136032124,28
Q9H993,0.009616680873551822,-1.2616769282341336,0.48533451741231587,28
P23246,0.11558154475922486,0.42234582288418,0.2583984324137698,28
P01034,0.007880326669212288,-1.0394903501745132,0.38196188303329903,28
O00273,0.9362338210086638,0.02099685863319413,0.2573188803517811,28
Q14192,0.08108160677390337,-0.670163627432659,0.38756482054746927,28
P60891,0.3724741193960014,0.19190102472209428,0.19802906228201772,28
P11908,0.05855258176931118,0.4472354707216137,0.2181308740159758,28
Q9UKB3,3.487728357093791e-4,-1.6686261967259521,0.439972160957598,28
E9PFR3,0.26866965675227783,0.2586855373705653,0.22018337660132653,28
Q8TE77,0.6147389069572091,-0.17828172696210326,0.3629028614080676,28
P30566,0.46868473461452154,0.1680131012891446,0.21926186176926238,28
D6R9D6,0.030678977917719633,0.5858118691245608,0.2561554714037209,28
Q8N573,0.6260751279427271,-0.13892617984434963,0.2834889218469308,28
P84090,0.8748452961759612,0.03393845847826449,0.19999822472191361,28
P23083,0.40018588081239237,0.5111540651273718,0.6419042259060908,28
P15927,0.553393976860646,0.12381735523410195,0.19104152930210436,28
Q86TI2,0.9703071753277941,-0.009980460405573821,0.26407562282079633,28
Q9H0B6,0.3241117906052726,0.3452201875855654,0.356058511934268,28
P41218,0.6401995947479455,-0.14288799022593274,0.30746521172622826,28
P21810,0.4380570069177715,-0.2533981085075897,0.33061968364998506,28
P11047,0.6421980639124709,-0.1338952891614178,0.28711928212098325,28
P06702,0.7022391191450508,-0.17056150678951992,0.466500095957075,28
Q8WX92,0.18393750221259053,0.3123901281652546,0.2205018306309714,28
Q9NS86,0.7052173063083099,-0.11866146747289835,0.31689140746909467,28
O75940,0.13611758941606303,0.5512238490239553,0.37433599664100725,28
H3BRL3,0.9685547113664836,0.012864760126879426,0.3318518887046713,28
Q567R9,0.5923897003140995,-0.15340278950825617,0.2850168706839212,28
Q15545,0.4509696573544687,0.17386273329887275,0.2176798528185483,28
O15143,0.4037480411674069,0.1602254061958993,0.16839313182096569,28
Q9BUL9,0.13836788277842033,0.42001767351478214,0.2765573777147683,28
P51911,0.7389980079243563,-0.15766128144024388,0.4967156209031433,28
Q9BZI7,0.16541578948283048,0.33059510014999977,0.2240595636616318,28
Q15643,0.44450125173741506,0.2443505368993123,0.32243689770907075,28
E9PK67,0.009979275328681975,-0.7314939269831857,0.26588739079153484,28
Q99543,0.04646687385329238,0.4170321244192765,0.18437918381495996,28
P61225,0.5049803881199815,-0.16571502227037777,0.23970113526429537,28
O60271,0.05229209782203848,0.6353654727941809,0.32229333949288447,28
C9JFE4,0.054136966465077936,-0.34059575076358617,0.14252837746615712,28
D6RGG3,0.39008913929844347,-0.3745052997917765,0.45271190383932103,28
Q96PP8,0.1266043881746501,0.7629726139148685,0.5164492875123828,28
P15735,0.3215457561149284,-0.31683680096635686,0.3213764445874225,28
P51153,0.036823536549015365,-0.5872813963672816,0.26866564454041114,28
Q9BTL3,0.026700360821578485,0.723149140826868,0.3178890125819853,28
G3V203,0.8501844245745845,0.05222167187574059,0.27385498976078776,28
Q15393,0.029221486987770617,0.4467434737265961,0.17707581373954295,28
C9JFL8,0.05494488685755099,0.509258299647364,0.2519264832700516,28
Q08380,0.04260722399262504,-0.8898709027852492,0.443665274767893,28
Q9NTM9,0.5921734299332733,0.11778164919804046,0.204956054677019,28
P01889,0.9672130391732374,0.023281220305032047,0.6001983342645311,28
P04424,0.3059116015782563,-0.35048179916736527,0.34701912504374804,28
Q9BW61,0.020340448081997312,-0.47292433091557334,0.1745156136338279,28
P01613,0.6304690516772828,-0.19994305614891045,0.43212374577451274,28
Q96LR5,0.9092994826493594,-0.04247877316690507,0.38479853723775254,28
P57076,0.77226983344411,0.07750939119583977,0.26351504642956464,28
Q9H8M7,0.0676551328569645,0.5610002511663336,0.30054777980364716,28
P51003,0.8225024086154614,0.05296193338450683,0.2254697705455849,28
E9PE51,0.5399301253515032,0.15669120574189477,0.24834108094004292,28
E7ES08,0.00882485399596904,1.0248837100515755,0.3828011618722692,28
D6RJ90,0.5614958405074635,0.1407817319343042,0.2325834619194153,28
P19320,0.9363075729026512,-0.01802766173872336,0.2126610287534942,28
P06493,0.2300425463303728,0.4653714312032499,0.3968105055443921,28
F5GX71,0.05344044054415511,-0.5352309591091254,0.26544580469211854,28
E7EQV3,0.43675730897697573,0.1706245247560411,0.20370821322020746,28
Q8TAT6,0.20238420024139195,0.274532776289719,0.19654423492538498,28
Q9NT62,0.48907821795557727,0.13662683531556688,0.1761431130261319,28
P60866,0.5442235482678017,-0.1835988833964216,0.3036559055228615,28
O75396,0.04019839945602473,-0.7304231257736569,0.3527817039927903,28
Q13573,0.9151245775327402,-0.024874126572149324,0.22225144759278476,28
P25705,0.42933349946597277,-0.275409791023728,0.35526264818015707,28
P24941,0.7645677716081446,0.08691221603563383,0.2898085791352305,28
Q5QJ74,0.3654325441430185,-0.20073389188169355,0.20622588182921917,28
Q9BS40,0.7986589420046224,0.098720630865713,0.4005837107638167,28
Q5VW32,0.7138059478703986,-0.11891580551802979,0.3290630458249759,28
Q9Y2L1,0.01086267855925581,0.5950111063619036,0.2083892561209536,28
P01116,0.16356179724535766,-0.3930585198855052,0.2756907552731175,28
F5H0L8,0.01609249669056904,0.6077106705772912,0.2320720370818748,28
O14662,0.2241745828352208,0.2487652368817086,0.1833690703220624,28
E7EP00,0.6477282010284819,-0.15948663929858106,0.3571730950454992,28
P07998,0.06694539561773308,-0.6242248894611925,0.3383870125653038,28
C9JY26,0.6474635034303153,-0.10301586219808742,0.21183343711568614,28
O60934,0.6177306910630731,0.14215916278512006,0.28314421400887285,28
Q5JS54,0.9865200552862103,0.003858191209238887,0.21608729051877468,28
P31350,0.002029252166129108,1.0255646106742204,0.3113091560636687,28
E7EVA0,0.8393210348788112,0.08586168488390133,0.4415706612913079,28
Q9NWY4,0.7474589690477886,0.06493011134660881,0.18225320443326165,28
O75688,0.9060905493493008,-0.023094382714840433,0.17478725632578948,28
I3L2M9,0.001707416885111861,1.4218805051806644,0.43751702707013057,28
Q13619,0.22195618861037505,0.32962885955051424,0.2625359697092614,28
O43790,0.1647103835618124,0.9881736290381397,0.7476455835930625,28
O43765,0.981429993122712,0.004192928080237551,0.15396427307975924,28
Q9NYF8,0.9287927056230628,-0.042012353568824407,0.4937134726825072,28
Q13308,0.2563055787073618,-0.3782141766480882,0.33594659117605175,28
J3KTD8,0.7692640548793042,-0.11313981619457908,0.3990321051253916,28
P98170,0.7917442506169255,0.050446276731706596,0.1684858110611161,28
P16333,0.11171525091231099,-0.2673139910238629,0.13244961806810118,28
Q15750,0.647142929761895,0.09578146274609467,0.19176153130392998,28
F8W9D1,8.320829270403496e-4,0.8937571302523643,0.23641400593979126,28
P63092,0.5302707747069806,-0.16313362277227728,0.2534104730491278,28
Q8WVQ1,0.6535711552275849,-0.16406006275170804,0.375909221959471,28
E9PL24,0.251697014866313,0.3149655488270882,0.2687009034447672,28
O94788,0.32415652782296855,-0.6593729810086593,0.7071868196317111,28
P50579,0.3565814688583928,0.34694933395912686,0.38600356726050833,28
H0YGS7,4.8740550889292037e-4,-0.8573067249711848,0.2099450317596956,28
Q96HE7,0.31244607972386534,0.4148187025170135,0.42381036687562146,28
Q16222,0.15658042364994015,0.5744496644850864,0.4146281125542913,28
E9PR44,0.23959208625700168,-0.6236109023903647,0.5542003035568752,28
E9PD69,0.945769345894471,0.029233233034208883,0.4487594496884361,28
Q15018,0.7326816663709692,-0.07357297644610217,0.19972012162376557,28
Q16576,0.6022975422486925,0.13430190775586842,0.25106856381068104,28
Q14566,0.13456763465279611,0.5552289306838405,0.37563034127730904,28
Q96HF1,0.055801164645440784,-1.209055065259928,0.6532095046394161,28
O43252,0.24913351104581535,0.2740178117588883,0.22468964469354263,28
Q99719,0.6841016512744222,0.1186208015315404,0.2911752644740876,28
Q15007,0.9102237662227399,0.03138651099318701,0.2761259965198252,28
Q9H6S3,0.3772727093929372,-0.2665647994032607,0.3015827873039771,28
Q9Y244,0.38878227430111,-0.2555869223313072,0.29550047108906924,28
Q12907,0.900501916512247,0.031676572442059986,0.24643708240564594,28
Q9P016,0.41790535454855116,-0.20490277467703882,0.24446202648175738,28
P35442,0.8273926196945363,-0.13122030387323375,0.6389095062855622,28
B7Z583,0.3517373062836977,-0.23726408891176856,0.2461684243400011,28
K7ER74,0.3322076290325646,0.5760987504347503,0.6260217724193885,28
P19174,0.986321213870908,-0.0041802605996998365,0.2349818440825456,28
Q9UHR4,0.9520442415715364,0.029041505573472348,0.5079136653125091,28
M0QZR4,0.2677205495473816,0.2867651847458875,0.25001773898164287,28
O60869,0.661928484459797,0.12567576929243746,0.2862999250204707,28
P13804,0.12618195700863666,0.6802558323866874,0.45673018675382804,28
O00410,0.33159696845591313,0.18726396084449565,0.16920129802336256,28
Q2TAM5,0.005196366978021315,-0.5803110291568514,0.17435529060704594,28
P07360,0.4458947915713237,-0.24074269568797235,0.3181406626644419,28
Q96AB6,0.7196874629323113,0.08504849344735155,0.22638710549665733,28
P21796,0.9585476273471343,0.01985948310018737,0.39523691592438526,28
P26583,0.10207438255209317,-0.44942559171996366,0.26548317738326505,28
O00471,0.06785575648808642,0.4173219589015919,0.2091577185505946,28
